X50.simulation.time,X50.simulation.CPlas,X50.simulation.CL,X50.simulation.CK,X50.simulation.CS,X50.simulation.CLu,X50.simulation.CBr,X50.simulation.Bal,X50.simulation.Abile,X50.simulation.Aurine,X50.simulation.Cbile,X50.simulation.Curine,X50.conf_intervals.time,X50.conf_intervals.CPlas_mean,X50.conf_intervals.CPlas_lower,X50.conf_intervals.CPlas_upper,X50.conf_intervals.CL_mean,X50.conf_intervals.CL_lower,X50.conf_intervals.CL_upper,X50.conf_intervals.CK_mean,X50.conf_intervals.CK_lower,X50.conf_intervals.CK_upper,X50.conf_intervals.CS_mean,X50.conf_intervals.CS_lower,X50.conf_intervals.CS_upper,X50.conf_intervals.CLu_mean,X50.conf_intervals.CLu_lower,X50.conf_intervals.CLu_upper,X50.conf_intervals.CBr_mean,X50.conf_intervals.CBr_lower,X50.conf_intervals.CBr_upper,X50.conf_intervals.Bal_mean,X50.conf_intervals.Bal_lower,X50.conf_intervals.Bal_upper,X50.conf_intervals.Abile_mean,X50.conf_intervals.Abile_lower,X50.conf_intervals.Abile_upper,X50.conf_intervals.Aurine_mean,X50.conf_intervals.Aurine_lower,X50.conf_intervals.Aurine_upper,X50.conf_intervals.Cbile_mean,X50.conf_intervals.Cbile_lower,X50.conf_intervals.Cbile_upper,X50.conf_intervals.Curine_mean,X50.conf_intervals.Curine_lower,X50.conf_intervals.Curine_upper,X100.simulation.time,X100.simulation.CPlas,X100.simulation.CL,X100.simulation.CK,X100.simulation.CS,X100.simulation.CLu,X100.simulation.CBr,X100.simulation.Bal,X100.simulation.Abile,X100.simulation.Aurine,X100.simulation.Cbile,X100.simulation.Curine,X100.conf_intervals.time,X100.conf_intervals.CPlas_mean,X100.conf_intervals.CPlas_lower,X100.conf_intervals.CPlas_upper,X100.conf_intervals.CL_mean,X100.conf_intervals.CL_lower,X100.conf_intervals.CL_upper,X100.conf_intervals.CK_mean,X100.conf_intervals.CK_lower,X100.conf_intervals.CK_upper,X100.conf_intervals.CS_mean,X100.conf_intervals.CS_lower,X100.conf_intervals.CS_upper,X100.conf_intervals.CLu_mean,X100.conf_intervals.CLu_lower,X100.conf_intervals.CLu_upper,X100.conf_intervals.CBr_mean,X100.conf_intervals.CBr_lower,X100.conf_intervals.CBr_upper,X100.conf_intervals.Bal_mean,X100.conf_intervals.Bal_lower,X100.conf_intervals.Bal_upper,X100.conf_intervals.Abile_mean,X100.conf_intervals.Abile_lower,X100.conf_intervals.Abile_upper,X100.conf_intervals.Aurine_mean,X100.conf_intervals.Aurine_lower,X100.conf_intervals.Aurine_upper,X100.conf_intervals.Cbile_mean,X100.conf_intervals.Cbile_lower,X100.conf_intervals.Cbile_upper,X100.conf_intervals.Curine_mean,X100.conf_intervals.Curine_lower,X100.conf_intervals.Curine_upper,X200.simulation.time,X200.simulation.CPlas,X200.simulation.CL,X200.simulation.CK,X200.simulation.CS,X200.simulation.CLu,X200.simulation.CBr,X200.simulation.Bal,X200.simulation.Abile,X200.simulation.Aurine,X200.simulation.Cbile,X200.simulation.Curine,X200.conf_intervals.time,X200.conf_intervals.CPlas_mean,X200.conf_intervals.CPlas_lower,X200.conf_intervals.CPlas_upper,X200.conf_intervals.CL_mean,X200.conf_intervals.CL_lower,X200.conf_intervals.CL_upper,X200.conf_intervals.CK_mean,X200.conf_intervals.CK_lower,X200.conf_intervals.CK_upper,X200.conf_intervals.CS_mean,X200.conf_intervals.CS_lower,X200.conf_intervals.CS_upper,X200.conf_intervals.CLu_mean,X200.conf_intervals.CLu_lower,X200.conf_intervals.CLu_upper,X200.conf_intervals.CBr_mean,X200.conf_intervals.CBr_lower,X200.conf_intervals.CBr_upper,X200.conf_intervals.Bal_mean,X200.conf_intervals.Bal_lower,X200.conf_intervals.Bal_upper,X200.conf_intervals.Abile_mean,X200.conf_intervals.Abile_lower,X200.conf_intervals.Abile_upper,X200.conf_intervals.Aurine_mean,X200.conf_intervals.Aurine_lower,X200.conf_intervals.Aurine_upper,X200.conf_intervals.Cbile_mean,X200.conf_intervals.Cbile_lower,X200.conf_intervals.Cbile_upper,X200.conf_intervals.Curine_mean,X200.conf_intervals.Curine_lower,X200.conf_intervals.Curine_upper
337,0.000395155,0.244908166,0.000550781,0.059822198,0.005468045,0.000921958,18.75000019,18.74962612,1.52E-05,9374.813059,0.007581453,337,0.000392416,0.000270718,0.000533872,0.244598453,0.238043897,0.250115108,0.000552287,0.000400138,0.000744069,0.060495022,0.044201581,0.081448105,0.005577796,0.003969192,0.007812996,0.000934068,0.000668541,0.001253376,18.75000019,18.75000014,18.75000026,18.74962614,18.74962582,18.74962654,1.53E-05,1.17E-05,1.96E-05,9374.81307,9374.812911,9374.813272,0.007658618,0.00586285,0.009812954,337,0.000720186,0.490099324,0.001074521,0.119744381,0.010904428,0.001840456,37.50000038,37.49925224,3.04E-05,18749.62612,0.015178519,337,0.000724246,0.00053,0.000968797,0.48965816,0.476948055,0.500676574,0.001092353,0.000803066,0.001434809,0.121303609,0.086840697,0.163613754,0.010917237,0.007787951,0.014697285,0.001856286,0.001337083,0.002534088,37.50000038,37.50000027,37.50000053,37.49925226,37.49925163,37.49925311,3.05E-05,2.33E-05,3.84E-05,18749.62613,18749.62581,18749.62655,0.015228189,0.011663063,0.019197728,337,0.001374971,0.980475227,0.002123866,0.239583551,0.021779458,0.00367332,75.00000076,74.99850448,6.07E-05,37499.25224,0.030371788,337,0.001424123,0.00103686,0.001864071,0.979379521,0.95333313,1.000848023,0.002154553,0.001552144,0.002875184,0.242421016,0.176311002,0.323670566,0.022093941,0.01615108,0.029559333,0.003724656,0.002649245,0.005093663,75.00000077,75.00000055,75.00000106,74.99850453,74.99850324,74.99850611,6.10E-05,4.72E-05,7.96E-05,37499.25227,37499.25162,37499.25306,0.030495418,0.023618947,0.039817863
338,6.02E-05,0.246280792,0.00042169,0.060302354,0.005317028,0.000907084,18.75000019,18.74962613,1.53E-05,9374.813063,0.007656345,338,6.84E-05,3.22E-05,0.00011852,0.245931725,0.239811658,0.251096508,0.000427507,0.000303779,0.000585719,0.06097211,0.044472056,0.082025911,0.005432938,0.003852917,0.007658643,0.000919919,0.000655877,0.001238272,18.75000019,18.75000014,18.75000026,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813073,9374.812913,9374.81328,0.007732521,0.005897641,0.009901968,338,0.000160879,0.492395928,0.00085898,0.120546715,0.010652306,0.001817358,37.50000038,37.49925225,3.06E-05,18749.62613,0.015303644,338,0.000178258,0.000103651,0.000271734,0.491905982,0.479872835,0.502349972,0.000881398,0.000632656,0.001185201,0.122112418,0.087263166,0.165011096,0.010672335,0.007548617,0.014434349,0.001834076,0.001314151,0.002504015,37.50000039,37.50000028,37.50000053,37.49925227,37.49925163,37.49925312,3.07E-05,2.35E-05,3.88E-05,18749.62614,18749.62582,18749.62656,0.015352325,0.01176327,0.019390305,338,0.000276018,0.984978375,0.001700328,0.241158876,0.02128398,0.003628305,75.00000077,74.9985045,6.12E-05,37499.25225,0.030617501,338,0.000290379,0.000157351,0.000459017,0.984022389,0.958822853,1.004708438,0.001717086,0.001216635,0.002329734,0.244086963,0.177273302,0.326466255,0.021585961,0.015700613,0.02894938,0.003677807,0.002612617,0.005053635,75.00000078,75.00000055,75.00000107,74.99850456,74.99850326,74.99850615,6.15E-05,4.76E-05,8.04E-05,37499.25228,37499.25163,37499.25308,0.030751949,0.023801434,0.040214498
339,5.33E-05,0.246308981,0.000419046,0.060312202,0.005313935,0.000911933,18.75000019,18.74962613,1.53E-05,9374.813063,0.007657881,339,4.74E-05,2.57E-05,7.13E-05,0.246017483,0.239906715,0.251214654,0.000419401,0.00029742,0.000580484,0.061003546,0.044532834,0.082053868,0.005423569,0.003838573,0.007633367,0.000923983,0.000659198,0.001242178,18.7500002,18.75000014,18.75000026,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813073,9374.812914,9374.813281,0.007737347,0.005897271,0.009916112,339,3.06E-05,0.49292985,0.000808764,0.120733492,0.010593561,0.001820048,37.50000039,37.49925225,3.07E-05,18749.62613,0.015332777,339,5.06E-05,-9.71E-06,0.000135316,0.492430017,0.480547217,0.502863408,0.00083206,0.000585562,0.001129001,0.122300093,0.087312176,0.165393731,0.01061491,0.007474663,0.014368908,0.001837013,0.001315861,0.002510197,37.50000039,37.50000028,37.50000053,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015381105,0.011790529,0.019428437,339,7.79E-05,0.985790861,0.001623986,0.241442932,0.021194675,0.003637444,75.00000077,74.99850451,6.13E-05,37499.25225,0.030661804,339,6.26E-05,-1.55E-06,0.000150454,0.98495797,0.959990453,1.005649151,0.00162924,0.001148488,0.002230116,0.244423543,0.177509778,0.327069939,0.021484075,0.015582114,0.028804749,0.003685423,0.002618273,0.005066471,75.00000078,75.00000056,75.00000107,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030803752,0.023830692,0.040291851
340,2.59E-05,0.246421358,0.000408479,0.060351508,0.005301573,0.000915546,18.75000019,18.74962613,1.53E-05,9374.813063,0.007664012,340,2.47E-05,6.58E-06,5.02E-05,0.246109,0.239946788,0.251335733,0.000410666,0.00029082,0.000573081,0.061035864,0.044569201,0.082108062,0.005413339,0.00382863,0.007620044,0.00092795,0.000660828,0.001247662,18.7500002,18.75000014,18.75000026,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813281,0.00774239,0.005902831,0.009921009,340,2.32E-06,0.493045679,0.000797871,0.120774009,0.010580819,0.001828869,37.50000039,37.49925225,3.07E-05,18749.62613,0.015339097,340,7.02E-06,-3.48E-05,6.20E-05,0.492612677,0.48080723,0.502942268,0.000815257,0.000580112,0.001097184,0.122366103,0.08733639,0.165549906,0.010595485,0.007463236,0.014352034,0.001845005,0.001318994,0.002521882,37.50000039,37.50000028,37.50000054,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015391199,0.01179858,0.019452848,340,1.01E-05,0.986069065,0.001597837,0.241540215,0.021164086,0.003654407,75.00000078,74.99850451,6.14E-05,37499.25225,0.030676976,340,4.16E-06,-1.84E-05,3.57E-05,0.98520044,0.960339702,1.005701221,0.001606676,0.00113634,0.002207592,0.244511894,0.177591468,0.327208111,0.021458093,0.015574386,0.028769042,0.003703211,0.00263132,0.005089632,75.00000079,75.00000056,75.00000108,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030817264,0.023836489,0.040315098
341,3.06E-06,0.246515067,0.000399667,0.060384286,0.005291265,0.00091943,18.7500002,18.74962613,1.53E-05,9374.813064,0.007669124,341,5.23E-06,-3.14E-06,2.37E-05,0.24618927,0.240066813,0.251348576,0.000403166,0.000282958,0.000562725,0.061064547,0.04457517,0.082147199,0.005404626,0.003823548,0.00761317,0.000932106,0.000663655,0.001253939,18.7500002,18.75000014,18.75000027,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813281,0.007746833,0.005904035,0.009923744,341,1.23E-06,0.493050146,0.000797451,0.120775571,0.010580327,0.001839319,37.50000039,37.49925225,3.07E-05,18749.62613,0.01533934,341,8.76E-07,-2.72E-05,3.01E-05,0.492637495,0.480907356,0.503014758,0.000812892,0.000579964,0.001094615,0.12237593,0.087348301,0.165606238,0.010592802,0.007462619,0.014351151,0.001855242,0.001326113,0.002536267,37.50000039,37.50000028,37.50000054,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392702,0.011798901,0.019458552,341,-1.37E-05,0.986166654,0.00158866,0.241574351,0.02115335,0.003674013,75.00000078,74.99850451,6.14E-05,37499.25225,0.030682301,341,-4.71E-06,-1.84E-05,6.08E-06,0.985237739,0.960373354,1.005684489,0.001603244,0.001134786,0.002199428,0.244526037,0.177596107,0.327251713,0.021454217,0.015572203,0.028766439,0.003723973,0.002646632,0.005117751,75.00000079,75.00000056,75.00000109,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030819379,0.02383709,0.04031613
342,-1.96E-06,0.24653564,0.000397732,0.060391482,0.005289001,0.000924386,18.7500002,18.74962613,1.53E-05,9374.813064,0.007670247,342,-1.69E-06,-4.96E-06,4.55E-06,0.246218163,0.240120675,0.251351367,0.000400508,0.000281553,0.000557536,0.0610751,0.044574151,0.082155291,0.005401571,0.003821781,0.007610263,0.000937017,0.000667305,0.001260735,18.7500002,18.75000014,18.75000027,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748448,0.005904216,0.009924791,342,4.84E-07,0.49305321,0.000797163,0.120776643,0.01057999,0.001849787,37.50000039,37.49925225,3.07E-05,18749.62613,0.015339507,342,6.07E-07,-8.58E-06,1.33E-05,0.492638953,0.480908882,0.503041822,0.000812793,0.000578977,0.001094261,0.122376609,0.087361153,0.165608292,0.010592712,0.007462574,0.014350581,0.001865829,0.001333666,0.002550704,37.5000004,37.50000028,37.50000054,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392807,0.011799102,0.019460792,342,-1.09E-05,0.986155088,0.001589747,0.241570307,0.021154621,0.003695214,75.00000078,74.99850451,6.14E-05,37499.25225,0.03068167,342,-4.40E-06,-1.66E-05,2.06E-06,0.985236848,0.960388075,1.005669724,0.001603363,0.001136388,0.002201964,0.244525909,0.177598329,0.327246631,0.021454388,0.015571778,0.028769814,0.003745278,0.002661825,0.005146909,75.0000008,75.00000057,75.00000109,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030819353,0.023836969,0.040316628
343,-4.49E-06,0.246546015,0.000396757,0.060395111,0.00528786,0.00092949,18.7500002,18.74962613,1.53E-05,9374.813064,0.007670813,343,-3.21E-06,-5.83E-06,-7.62E-07,0.246224649,0.240136627,0.251358171,0.00039992,0.000281731,0.000556288,0.061077522,0.044570956,0.082155301,0.005400905,0.003821108,0.007609083,0.000942249,0.000671147,0.001267746,18.7500002,18.75000014,18.75000027,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748816,0.005903916,0.009924333,343,2.19E-07,0.493054296,0.000797061,0.120777023,0.010579871,0.001860281,37.50000039,37.49925225,3.07E-05,18749.62613,0.015339567,343,2.80E-09,-1.13E-05,5.85E-06,0.492641624,0.480910661,0.503019857,0.000812561,0.000575428,0.001093951,0.122377627,0.087379789,0.16560938,0.010592453,0.00746254,0.014350373,0.00187639,0.001341229,0.00256438,37.5000004,37.50000028,37.50000054,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392954,0.011799153,0.019461296,343,-9.31E-06,0.98614851,0.001590365,0.241568007,0.021155345,0.003716336,75.00000079,74.99850451,6.14E-05,37499.25225,0.030681311,343,-2.79E-06,-1.23E-05,8.69E-07,0.985230338,0.960394188,1.005663913,0.001603988,0.001136366,0.002204086,0.244523451,0.177599122,0.3272453,0.021455106,0.015571284,0.028770608,0.00376665,0.002677008,0.00517611,75.0000008,75.00000057,75.0000011,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818987,0.023836879,0.040316783
344,-3.41E-06,0.246541583,0.000397173,0.060393561,0.005288348,0.000934811,18.7500002,18.74962613,1.53E-05,9374.813064,0.007670571,344,-2.57E-06,-4.62E-06,-6.82E-07,0.246222135,0.240145994,0.251353122,0.000400168,0.000282033,0.000555597,0.061076691,0.044570796,0.08215315,0.005401202,0.003821646,0.007609561,0.000947609,0.000675063,0.00127494,18.7500002,18.75000014,18.75000027,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748682,0.005903704,0.009924292,344,1.38E-07,0.493054625,0.00079703,0.120777138,0.010579835,0.001870752,37.5000004,37.49925225,3.07E-05,18749.62613,0.015339585,344,-6.24E-07,-2.02E-05,6.72E-06,0.492644408,0.480911935,0.503020773,0.000812319,0.000575354,0.00109394,0.122378678,0.087392984,0.165610107,0.01059218,0.007462511,0.014350224,0.001886941,0.001348803,0.002578251,37.5000004,37.50000029,37.50000055,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015393106,0.011799193,0.019461629,344,-3.66E-06,0.986125348,0.001592543,0.241559905,0.021157893,0.0037377,75.00000079,74.99850451,6.14E-05,37499.25225,0.030680048,344,-1.09E-06,-7.46E-06,1.02E-06,0.985223399,0.960394542,1.005661457,0.001604644,0.001136348,0.002205849,0.24452088,0.177599297,0.327243814,0.021455859,0.015569448,0.028771279,0.003788009,0.002692152,0.005205308,75.0000008,75.00000057,75.00000111,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818599,0.023836787,0.040316846
345,-1.64E-06,0.246534338,0.000397855,0.060391027,0.005289145,0.00094017,18.7500002,18.74962613,1.53E-05,9374.813064,0.007670176,345,-1.62E-06,-3.90E-06,-4.63E-07,0.246218246,0.240141498,0.251345802,0.000400535,0.000282129,0.000555909,0.061075326,0.044570657,0.082149871,0.005401631,0.003821688,0.007609626,0.000952985,0.00067892,0.001282079,18.7500002,18.75000014,18.75000027,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748469,0.005903684,0.009924259,345,1.30E-07,0.493054659,0.000797027,0.12077715,0.010579831,0.001881214,37.5000004,37.49925225,3.07E-05,18749.62613,0.015339587,345,-7.15E-07,-2.45E-05,1.04E-05,0.492644964,0.480920128,0.50296367,0.000812285,0.000575352,0.00109393,0.122378942,0.087400738,0.165610347,0.010592148,0.007462506,0.014350183,0.001897511,0.001356385,0.002592465,37.5000004,37.50000029,37.50000055,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015393137,0.011799195,0.019461954,345,-1.50E-06,0.986116516,0.001593374,0.241556816,0.021158865,0.00375884,75.0000008,74.99850451,6.14E-05,37499.25225,0.030679566,345,-2.17E-07,-3.54E-06,1.12E-05,0.985219773,0.960394946,1.005660213,0.001604982,0.001136329,0.0022065,0.244519507,0.177599329,0.32724263,0.021456243,0.015568965,0.028771918,0.003809302,0.002707291,0.00523442,75.00000081,75.00000057,75.00000111,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818394,0.023836741,0.040316851
346,-9.23E-07,0.246531382,0.000398133,0.060389993,0.00528947,0.000945453,18.7500002,18.74962613,1.53E-05,9374.813064,0.007670014,346,-9.77E-07,-2.46E-06,-2.32E-07,0.246215546,0.240133803,0.251344285,0.000400783,0.000282226,0.000556548,0.061074346,0.044570519,0.082149642,0.005401916,0.00382173,0.007609694,0.000958335,0.000682715,0.00128922,18.7500002,18.75000014,18.75000027,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748318,0.005903671,0.009924227,346,1.22E-07,0.493054693,0.000797024,0.120777162,0.010579827,0.001891676,37.5000004,37.49925225,3.07E-05,18749.62613,0.015339588,346,-5.24E-07,-2.44E-05,1.38E-05,0.492644175,0.480918982,0.50292775,0.000812358,0.000575409,0.00109393,0.122378692,0.087403052,0.165610563,0.010592236,0.007462505,0.014350186,0.001908086,0.001363932,0.002606977,37.50000041,37.50000029,37.50000055,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015393093,0.011799201,0.019462256,346,-1.12E-06,0.986114921,0.001593524,0.241556258,0.02115904,0.003779797,75.0000008,74.99850451,6.14E-05,37499.25225,0.030679479,346,-9.47E-08,-2.33E-06,2.71E-06,0.985219216,0.960395355,1.005660109,0.001605028,0.00113631,0.002206525,0.244519336,0.177599363,0.327242375,0.021456296,0.015568511,0.028772527,0.003830533,0.002722398,0.00526353,75.00000081,75.00000058,75.00000112,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818362,0.023836729,0.040316857
347,-8.59E-07,0.246531117,0.000398157,0.0603899,0.005289499,0.000950689,18.7500002,18.74962613,1.53E-05,9374.813064,0.00767,347,-7.45E-07,-1.42E-06,-1.15E-07,0.246214565,0.240129252,0.251344172,0.000400872,0.000282314,0.000556991,0.061073977,0.04457038,0.082149446,0.005402018,0.003821773,0.007609751,0.000963654,0.000686509,0.00129636,18.7500002,18.75000015,18.75000028,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748263,0.00590366,0.009924195,347,1.14E-07,0.493054727,0.000797021,0.120777174,0.010579823,0.001902138,37.5000004,37.49925225,3.07E-05,18749.62613,0.01533959,347,-3.24E-07,-2.04E-05,1.48E-05,0.492643251,0.48091199,0.502927583,0.000812434,0.000575997,0.001093929,0.122378389,0.087399926,0.16561057,0.010592324,0.007462491,0.014350173,0.001918656,0.001371482,0.002621787,37.50000041,37.50000029,37.50000056,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015393041,0.011799232,0.019462406,347,-1.05E-06,0.986114635,0.001593551,0.241556158,0.021159072,0.003800721,75.00000081,74.99850451,6.14E-05,37499.25225,0.030679463,347,-2.06E-07,-1.96E-06,4.94E-07,0.985219654,0.960395766,1.005660027,0.001604984,0.001136292,0.00220655,0.244519526,0.177599398,0.327242181,0.021456248,0.015567921,0.028772725,0.003851733,0.002737435,0.005292639,75.00000082,75.00000058,75.00000112,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818388,0.023836717,0.040316863
348,-7.94E-07,0.246530853,0.000398182,0.060389807,0.005289528,0.000955925,18.7500002,18.74962613,1.53E-05,9374.813064,0.007669985,348,-6.47E-07,-1.07E-06,-8.89E-08,0.246214159,0.240128939,0.25134406,0.000400909,0.000282369,0.000557016,0.061073827,0.044570242,0.082149293,0.005402061,0.003821815,0.007609806,0.000968962,0.000690304,0.001303498,18.75000021,18.75000015,18.75000028,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.00774824,0.00590365,0.009924163,348,1.05E-07,0.493054761,0.000797018,0.120777186,0.01057982,0.001912601,37.50000041,37.49925225,3.07E-05,18749.62613,0.015339592,348,-5.25E-08,-1.47E-05,1.25E-05,0.492642035,0.480911954,0.502927479,0.000812538,0.000578708,0.001093929,0.122377941,0.087391361,0.165610577,0.010592443,0.007462467,0.014350188,0.001929227,0.001379031,0.002636305,37.50000041,37.50000029,37.50000056,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392973,0.011799247,0.019462451,348,-9.75E-07,0.986114349,0.001593578,0.241556058,0.021159103,0.003821645,75.00000081,74.99850451,6.14E-05,37499.25225,0.030679448,348,-2.97E-07,-1.74E-06,3.79E-07,0.985220024,0.960396187,1.005659946,0.001604948,0.001136273,0.002206574,0.244519693,0.177599434,0.327241987,0.021456208,0.015568011,0.028772801,0.00387292,0.002752473,0.005321749,75.00000082,75.00000058,75.00000113,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818409,0.023836708,0.040316868
349,-7.30E-07,0.246530588,0.000398207,0.060389715,0.005289557,0.000961161,18.7500002,18.74962613,1.53E-05,9374.813064,0.007669971,349,-5.79E-07,-9.56E-07,-6.41E-08,0.246213883,0.240128626,0.251343947,0.000400936,0.000282378,0.00055704,0.061073729,0.044570108,0.082149139,0.005402091,0.003821857,0.007609861,0.000974266,0.000694099,0.001310635,18.75000021,18.75000015,18.75000028,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748225,0.005903639,0.00992413,349,9.72E-08,0.493054795,0.000797014,0.120777198,0.010579816,0.001923063,37.50000041,37.49925225,3.07E-05,18749.62613,0.015339594,349,2.06E-07,-7.87E-06,1.02E-05,0.492640902,0.480911168,0.502927478,0.000812637,0.000579833,0.001093929,0.122377522,0.087377357,0.165610583,0.010592557,0.007462456,0.014350204,0.001939795,0.00138658,0.002651213,37.50000041,37.50000029,37.50000056,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392911,0.011799246,0.019462479,349,-9.06E-07,0.986114064,0.001593605,0.241555958,0.021159135,0.003842568,75.00000082,74.99850451,6.14E-05,37499.25225,0.030679432,349,-3.02E-07,-1.71E-06,2.98E-07,0.985220046,0.960396607,1.005659864,0.001604947,0.001136254,0.002206598,0.244519718,0.17759947,0.327241965,0.021456206,0.015568096,0.028772878,0.003894103,0.002767511,0.005350857,75.00000083,75.00000059,75.00000114,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.03081841,0.023836708,0.040316874
350,-6.65E-07,0.246530323,0.000398232,0.060389622,0.005289586,0.000966397,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669957,350,-5.14E-07,-8.39E-07,-3.82E-08,0.246213615,0.240128312,0.251343934,0.000400961,0.000282386,0.000557065,0.061073633,0.044569974,0.082148986,0.005402121,0.003821899,0.007609916,0.00097957,0.000697894,0.001317773,18.75000021,18.75000015,18.75000028,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.00774821,0.005903628,0.009924098,350,8.90E-08,0.493054829,0.000797011,0.12077721,0.010579812,0.001933525,37.50000041,37.49925225,3.07E-05,18749.62613,0.015339596,350,3.98E-07,-6.75E-06,9.11E-06,0.492640055,0.480910382,0.502927477,0.000812711,0.000579832,0.001093928,0.122377187,0.087360888,0.16561059,0.010592639,0.007462448,0.014350216,0.001950357,0.00139412,0.002665956,37.50000041,37.5000003,37.50000057,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392864,0.011799229,0.019462507,350,-8.36E-07,0.986113778,0.001593632,0.241555858,0.021159166,0.003863492,75.00000082,74.99850451,6.14E-05,37499.25225,0.030679417,350,-2.74E-07,-1.47E-06,2.35E-07,0.985219937,0.960397028,1.005659782,0.001604958,0.001136235,0.002206623,0.244519684,0.177599506,0.327241957,0.021456219,0.015568099,0.028772954,0.003915282,0.002782548,0.005379962,75.00000083,75.00000059,75.00000114,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818403,0.023836708,0.04031688
